Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
59,Female,Delhi,Image,34253,17,867338,2.34,20295,4.56,925,High
39,Female,Hyderabad,Video,56263,34,1526477,5.25,80140,1.51,1210,High
38,Male,Hyderabad,Image,35970,38,1396054,5.22,72874,4.11,2995,High
44,Male,Bangalore,Carousel,53793,40,1334558,0.68,9074,1.5,136,High
48,Female,Chennai,Shorts,71849,39,1573502,2.37,37291,4.7,1752,High
23,Male,Bangalore,Carousel,56423,51,1206652,4.6,55505,4.58,2542,High
44,Female,Bangalore,Carousel,52638,8,1584007,2.62,41500,0.31,128,High
57,Female,Hyderabad,Video,29545,59,970100,3.4,32983,3.88,1279,High
51,Male,Bangalore,Image,70835,57,1880390,5.73,107746,0.93,1002,High
29,Male,Delhi,Shorts,66735,8,2256020,0.17,3835,1.15,44,High
24,Male,Bangalore,Shorts,47654,51,1011267,2.28,23056,2.35,541,High
27,Male,Delhi,Image,44238,10,1643304,1.22,20048,2.92,585,High
34,Female,Hyderabad,Video,37790,59,1372972,1.11,15239,1.7,259,High
43,Male,Chennai,Video,76840,32,3051336,7.68,234342,2.92,6842,High
38,Male,Kolkata,Video,61759,34,2391950,3.07,73432,0.94,690,High
45,Female,Delhi,Shorts,38623,31,1047632,4.26,44629,0.21,93,High
19,Male,Chennai,Video,66489,9,1860729,5.9,109783,2.9,3183,High
18,Male,Chennai,Video,70087,48,2447396,0.47,11502,2.64,303,High
53,Male,Delhi,Shorts,49681,43,1126865,2.0,22537,3.48,784,High
43,Male,Hyderabad,Shorts,44834,39,1178271,6.67,78590,3.28,2577,High
46,Female,Mumbai,Carousel,35103,43,785299,6.91,54264,4.5,2441,High
38,Female,Chennai,Shorts,60611,48,1763654,3.05,53791,2.35,1264,High
28,Male,Chennai,Image,43593,19,1353157,3.06,41406,0.14,57,High
57,Male,Hyderabad,Shorts,42973,23,1040959,6.08,63290,3.19,2018,High
28,Female,Hyderabad,Shorts,49827,34,1023080,2.43,24860,3.41,847,High
53,Male,Bangalore,Video,37729,42,1297422,1.03,13363,2.66,355,High
56,Male,Hyderabad,Carousel,72926,36,1487705,2.13,31688,3.48,1102,High
57,Male,Chennai,Video,64518,44,2546426,3.16,80467,1.69,1359,High
52,Male,Delhi,Carousel,51148,33,1249664,0.51,6373,0.83,52,High
51,Male,Mumbai,Video,37231,10,1238983,3.88,48072,3.36,1615,High
41,Male,Bangalore,Image,38041,30,1091591,5.95,64949,1.3,844,High
39,Male,Delhi,Video,37379,31,792204,4.16,32955,2.34,771,High
22,Male,Mumbai,Video,31539,39,928639,0.67,6221,2.51,156,High
50,Male,Mumbai,Image,54840,32,1663591,3.58,59556,2.44,1453,High
53,Female,Mumbai,Image,40363,9,1497227,5.7,85341,3.03,2585,High
37,Female,Kolkata,Shorts,39506,45,1368789,0.56,7665,0.24,18,High
36,Female,Delhi,Video,37790,52,815757,0.57,4649,4.95,230,High
52,Male,Bangalore,Image,65053,58,1573209,3.03,47668,3.61,1720,High
34,Male,Bangalore,Image,38621,20,1013338,1.64,16618,2.18,362,High
51,Female,Mumbai,Shorts,69035,45,1541438,7.48,115299,1.04,1199,High
26,Male,Delhi,Carousel,45684,22,1331156,4.69,62431,0.49,305,High
43,Female,Kolkata,Image,31323,17,1243121,2.37,29461,3.39,998,High
19,Male,Mumbai,Image,57039,47,1727840,5.67,97968,1.65,1616,High
26,Female,Hyderabad,Video,63309,29,2205541,3.06,67489,1.22,823,High
26,Female,Bangalore,Shorts,37129,14,1249732,1.14,14246,1.96,279,High
57,Female,Chennai,Video,50948,33,1885008,1.97,37134,3.01,1117,High
34,Male,Mumbai,Carousel,54776,14,1331872,5.18,68990,3.39,2338,High
18,Female,Hyderabad,Shorts,51434,10,1804143,0.51,9201,3.26,299,High
42,Male,Bangalore,Video,43127,20,1622775,2.25,36512,4.33,1580,High
57,Male,Kolkata,Image,63224,29,1481357,1.75,25923,1.17,303,High
59,Male,Delhi,Image,46233,48,1245340,1.69,21046,3.22,677,High
42,Male,Bangalore,Shorts,40914,8,1612126,5.49,88505,0.6,531,High
56,Male,Delhi,Image,23523,41,837816,6.62,55463,2.78,1541,High
52,Male,Delhi,Video,23663,38,607015,5.76,34964,2.96,1034,High
20,Male,Kolkata,Shorts,53238,23,1665240,5.2,86592,1.16,1004,High
54,Female,Kolkata,Image,48844,37,1371865,7.34,100694,2.02,2034,High
47,Female,Mumbai,Image,63311,8,1886643,0.56,10565,4.15,438,High
55,Female,Mumbai,Carousel,66954,48,1814683,1.42,25768,0.83,213,High
51,Male,Bangalore,Carousel,46323,38,1185260,3.37,39943,2.23,890,High
29,Male,Kolkata,Shorts,64229,16,2151392,3.04,65402,4.67,3054,High
36,Male,Hyderabad,Carousel,41572,35,1478761,3.4,50277,2.57,1292,High
54,Male,Bangalore,Video,47751,20,1789690,1.73,30961,3.65,1130,High
34,Female,Chennai,Image,47322,6,1093467,1.28,13996,4.15,580,High
27,Male,Delhi,Image,73685,53,2686376,4.12,110678,1.1,1217,High
29,Female,Delhi,Image,30822,6,773527,7.43,57473,1.17,672,High
33,Male,Mumbai,Shorts,50887,40,1452659,3.2,46485,3.82,1775,High
41,Female,Hyderabad,Shorts,39559,10,1504402,0.44,6619,3.79,250,High
36,Male,Kolkata,Carousel,45514,27,1324028,5.68,75204,0.39,293,High
25,Female,Kolkata,Image,44873,43,1074322,2.4,25783,1.68,433,High
48,Male,Mumbai,Image,51080,59,1184944,2.04,24172,2.05,495,High
38,Female,Chennai,Image,70203,51,2068180,2.66,55013,4.16,2288,High
34,Male,Bangalore,Image,78530,56,2768453,5.82,161123,2.17,3496,High
40,Female,Bangalore,Image,59848,48,2390597,6.57,157062,4.64,7287,High
54,Female,Hyderabad,Video,35313,41,1262375,4.75,59962,4.98,2986,High
33,Male,Mumbai,Image,47380,50,1778678,2.65,47134,3.93,1852,High
23,Female,Mumbai,Video,53909,20,1884479,2.55,48054,3.37,1619,High
25,Male,Chennai,Image,43896,47,1664046,1.08,17971,2.02,363,High
42,Male,Bangalore,Shorts,45843,48,986829,7.47,73716,0.43,316,High
35,Male,Mumbai,Shorts,48932,23,1888731,5.14,97080,2.91,2825,High
42,Female,Kolkata,Video,61583,53,1719902,0.31,5331,1.87,99,High
29,Female,Hyderabad,Image,57952,28,2227255,5.33,118712,1.82,2160,High
32,Male,Bangalore,Shorts,40847,31,878820,3.63,31901,3.47,1106,High
43,Male,Chennai,Shorts,58892,11,2020299,7.78,157179,2.37,3725,High
58,Female,Hyderabad,Image,75865,34,2633575,6.57,173025,3.79,6557,High
43,Female,Delhi,Image,27305,45,1090543,1.45,15812,2.05,324,High
49,Female,Kolkata,Shorts,43440,18,1536783,5.79,88979,0.84,747,High
27,Male,Chennai,Image,42299,56,1169648,3.94,46084,2.36,1087,High
33,Male,Hyderabad,Carousel,51198,48,1594583,1.58,25194,4.76,1199,High
24,Male,Mumbai,Image,22641,19,618825,5.62,34777,4.03,1401,High
34,Male,Delhi,Shorts,70416,16,1684384,4.42,74449,1.11,826,High
40,Male,Chennai,Shorts,50701,57,1266028,0.34,4304,2.02,86,High
43,Female,Mumbai,Video,54472,57,1331307,5.21,69361,4.65,3225,High
38,Male,Kolkata,Carousel,52734,33,1633527,5.12,83636,0.71,593,High
39,Female,Delhi,Shorts,42252,27,1610782,1.24,19973,1.34,267,High
24,Female,Bangalore,Carousel,60479,17,2313627,2.86,66169,1.38,913,High
31,Male,Mumbai,Image,50078,13,1056418,4.73,49968,2.9,1449,High
32,Female,Hyderabad,Shorts,18730,28,404530,1.2,4854,2.11,102,High
24,Male,Chennai,Video,48377,43,1204716,6.84,82402,0.49,403,High
26,Female,Delhi,Shorts,45836,34,1150548,0.32,3681,3.18,117,High
25,Male,Mumbai,Video,60451,5,1323745,0.91,12046,0.59,71,High
40,Male,Bangalore,Carousel,90521,14,2513707,1.02,25639,3.07,787,High
46,Female,Chennai,Video,55665,42,1767623,4.27,75477,2.58,1947,High
35,Male,Chennai,Image,81796,51,2581777,5.0,129088,2.52,3253,High
48,Female,Mumbai,Image,39706,19,1225687,3.29,40325,0.43,173,High
47,Male,Bangalore,Image,40668,13,1088826,2.38,25914,3.23,837,High
56,Male,Kolkata,Shorts,46303,17,1580297,6.49,102561,2.21,2266,High
52,Male,Kolkata,Image,56377,27,2059465,0.64,13180,2.11,278,High
35,Female,Delhi,Image,40390,37,1087546,2.31,25122,3.02,758,High
59,Female,Mumbai,Shorts,25822,13,560620,0.41,2298,3.07,70,High
56,Male,Delhi,Carousel,50345,7,1305296,0.21,2741,0.17,4,High
34,Female,Kolkata,Image,32855,34,747367,2.89,21598,0.71,153,High
31,Male,Chennai,Image,66737,13,1958555,1.64,32120,1.26,404,High
48,Female,Delhi,Shorts,59658,56,1379216,2.22,30618,3.42,1047,High
41,Female,Bangalore,Carousel,38607,29,1129524,6.59,74435,2.93,2180,High
52,Male,Hyderabad,Carousel,56836,51,1387959,1.39,19292,3.81,735,High
51,Male,Kolkata,Carousel,41777,28,1452801,6.26,90945,3.73,3392,High
20,Male,Kolkata,Shorts,49217,36,1011478,5.43,54923,4.28,2350,High
54,Male,Bangalore,Video,49374,11,1535309,2.68,41146,1.95,802,High
57,Male,Delhi,Video,44965,40,1051733,4.42,46486,1.79,832,High
43,Female,Mumbai,Image,62460,29,1250443,3.61,45140,4.17,1882,High
40,Female,Chennai,Image,33212,24,1241617,1.11,13781,1.26,173,High
56,Male,Hyderabad,Image,58054,21,1940798,7.27,141096,2.36,3329,High
32,Male,Mumbai,Video,54567,58,1199340,4.6,55169,1.05,579,High
21,Male,Mumbai,Shorts,28931,40,962878,7.05,67882,4.58,3108,High
46,Female,Bangalore,Image,38083,30,1227549,6.61,81140,2.1,1703,High
39,Male,Delhi,Shorts,33591,23,989854,0.73,7225,1.14,82,High
42,Male,Kolkata,Image,44503,41,1263241,1.74,21980,3.49,767,High
30,Female,Kolkata,Shorts,50726,52,1914484,1.25,23931,1.3,311,High
35,Female,Bangalore,Shorts,36074,7,898354,6.66,59830,4.72,2823,High
50,Female,Delhi,Video,64536,47,1804852,6.91,124715,1.9,2369,High
33,Female,Bangalore,Shorts,65866,32,1750889,4.27,74762,3.36,2512,High
59,Male,Kolkata,Carousel,68516,26,2427122,0.92,22329,1.79,399,High
19,Female,Mumbai,Video,9229,51,353753,1.17,4138,4.06,168,High
52,Female,Chennai,Image,79222,23,2930887,6.53,191386,4.49,8593,High
59,Male,Delhi,Video,52490,57,1887258,7.44,140411,3.96,5560,High
51,Male,Hyderabad,Carousel,50709,50,2014982,1.68,33851,4.26,1442,High
47,Male,Hyderabad,Carousel,48471,20,1645276,0.19,3126,0.6,18,High
30,Female,Mumbai,Shorts,30181,10,1056980,2.71,28644,4.63,1326,High
30,Male,Bangalore,Carousel,55396,41,2196801,0.34,7469,3.16,236,High
35,Female,Bangalore,Carousel,74179,35,1493954,6.64,99198,4.36,4325,High
49,Female,Kolkata,Carousel,52310,57,1709553,3.98,68040,3.45,2347,High
49,Female,Mumbai,Carousel,33273,53,1157235,5.17,59829,1.09,652,High
52,Male,Kolkata,Image,27120,52,1040244,3.35,34848,3.09,1076,High
56,Female,Kolkata,Image,45589,38,1717675,2.83,48610,0.55,267,High
46,Male,Hyderabad,Video,38839,35,1430820,1.86,26613,3.51,934,High
46,Male,Kolkata,Shorts,60538,15,2355910,6.19,145830,2.1,3062,High
33,Male,Kolkata,Image,70556,40,2169435,5.59,121271,0.84,1018,High
27,Female,Hyderabad,Carousel,57044,10,1148790,2.95,33889,4.9,1660,High
47,Female,Bangalore,Shorts,48723,31,985244,2.64,26010,4.52,1175,High
42,Female,Delhi,Image,48012,11,1483224,0.11,1631,4.48,73,High
56,Male,Chennai,Video,51066,53,1465879,0.6,8795,3.97,349,High
37,Female,Kolkata,Carousel,32600,36,946237,5.02,47501,3.49,1657,High
22,Female,Delhi,Shorts,59033,12,1653429,4.17,68947,3.31,2282,High
18,Female,Hyderabad,Image,33787,37,1295912,3.53,45745,0.62,283,High
47,Female,Delhi,Shorts,66742,51,1814289,6.64,120468,4.51,5433,High
20,Female,Chennai,Image,44551,56,1653946,4.08,67480,4.42,2982,High
31,Male,Delhi,Video,62462,48,2377140,3.14,74642,3.76,2806,High
47,Male,Delhi,Carousel,27900,19,836750,1.37,11463,4.64,531,High
21,Male,Delhi,Video,62356,59,1804516,6.58,118737,2.81,3336,High
35,Male,Delhi,Carousel,70437,31,2480852,4.65,115359,2.29,2641,High
54,Female,Mumbai,Carousel,30776,34,1051302,0.83,8725,4.84,422,High
42,Male,Kolkata,Shorts,48297,26,1283297,5.23,67116,2.37,1590,High
18,Female,Hyderabad,Image,55023,51,1213316,3.46,41980,3.24,1360,High
32,Male,Chennai,Video,55758,33,1410513,6.51,91824,1.93,1772,High
26,Male,Hyderabad,Video,44906,45,1015815,7.36,74763,3.22,2407,High
32,Male,Mumbai,Video,42262,52,1094371,4.84,52967,3.63,1922,High
41,Female,Mumbai,Shorts,53798,34,1357693,5.88,79832,3.16,2522,High
21,Female,Mumbai,Shorts,55288,6,1810925,0.55,9960,2.62,260,High
29,Male,Kolkata,Shorts,40588,19,1586617,4.53,71873,1.57,1128,High
54,Female,Mumbai,Carousel,37624,51,1268500,6.07,76997,3.25,2502,High
54,Male,Delhi,Video,68170,31,2626818,4.02,105598,4.55,4804,High
23,Male,Hyderabad,Carousel,51615,11,1841760,4.79,88220,0.13,114,High
56,Male,Bangalore,Video,15924,31,550309,7.2,39622,0.76,301,High
41,Female,Chennai,Video,68262,25,1930552,1.66,32047,0.69,221,High
28,Male,Mumbai,Image,41042,17,1087466,0.88,9569,4.62,442,High
30,Male,Hyderabad,Video,51001,59,1883243,5.56,104708,3.35,3507,High
51,Male,Mumbai,Shorts,55622,21,2119672,6.6,139898,4.76,6659,High
42,Female,Kolkata,Shorts,27744,15,805642,6.82,54944,2.96,1626,High
24,Male,Mumbai,Shorts,45667,14,921637,5.17,47648,2.36,1124,High
21,Female,Mumbai,Image,69763,37,2501068,6.68,167071,3.98,6649,High
25,Male,Mumbai,Image,66340,18,1705039,5.64,96164,0.89,855,High
37,Female,Mumbai,Carousel,45644,41,921918,0.79,7283,1.97,143,High
46,Male,Chennai,Video,60737,12,2192610,6.12,134187,2.38,3193,High
27,Male,Hyderabad,Video,62712,37,1903228,1.52,28929,1.56,451,High
51,Female,Kolkata,Shorts,61947,11,2087892,1.97,41131,1.92,789,High
43,Female,Mumbai,Shorts,32809,38,1256404,3.22,40456,0.48,194,High
58,Male,Mumbai,Shorts,74617,11,2299963,2.59,59569,1.07,637,High
20,Female,Mumbai,Shorts,43042,11,1294020,2.64,34162,1.74,594,High
23,Male,Mumbai,Shorts,51640,45,1332997,1.44,19195,4.0,767,High
22,Male,Delhi,Shorts,44730,58,1167646,2.42,28257,0.99,279,High
22,Male,Delhi,Video,53446,40,1920374,0.26,4992,1.8,89,High
40,Female,Bangalore,Image,37036,59,1073325,3.84,41215,0.42,173,High
26,Male,Mumbai,Shorts,46623,11,1084945,6.17,66941,2.83,1894,High
52,Female,Bangalore,Video,52741,24,1154538,6.91,79778,3.1,2473,High
37,Male,Chennai,Shorts,68369,22,2014063,6.58,132525,4.34,5751,High
59,Female,Bangalore,Carousel,66558,49,1950116,3.39,66108,4.11,2717,High
52,Female,Hyderabad,Carousel,67318,47,2226159,5.87,130675,1.5,1960,High
35,Male,Delhi,Video,63029,45,1854421,2.37,43949,0.77,338,High
34,Female,Delhi,Image,77700,18,1776964,0.54,9595,0.86,82,High
41,Male,Mumbai,Carousel,45647,44,1376560,5.44,74884,4.85,3631,High
20,Male,Mumbai,Carousel,47633,57,1816540,5.23,95005,3.4,3230,High
49,Male,Chennai,Image,47015,18,1090242,6.43,70102,0.31,217,High
52,Male,Kolkata,Carousel,49083,25,1658765,4.97,82440,0.77,634,High
55,Male,Chennai,Shorts,28456,53,907119,1.34,12155,2.48,301,High
30,Female,Hyderabad,Image,53971,31,1887472,6.84,129103,1.12,1445,High
42,Male,Mumbai,Carousel,57440,50,1321828,5.06,66884,4.04,2702,High
26,Female,Mumbai,Image,46138,30,1791670,6.48,116100,2.91,3378,High
21,Female,Chennai,Shorts,23639,31,766389,6.22,47669,3.1,1477,High
31,Male,Chennai,Carousel,50321,28,1858946,2.45,45544,2.37,1079,High
54,Female,Chennai,Video,30579,9,762409,0.69,5260,1.35,71,High
51,Male,Delhi,Carousel,56409,46,1962394,1.49,29239,2.99,874,High
28,Female,Bangalore,Carousel,51789,42,1844780,0.83,15311,3.61,552,High
58,Female,Bangalore,Shorts,53260,32,1488564,2.02,30068,1.92,577,High
20,Female,Mumbai,Video,34084,46,943425,3.73,35189,2.57,904,High
45,Male,Delhi,Video,68923,47,2285230,7.26,165907,4.21,6984,High
46,Female,Chennai,Video,52553,36,1149240,6.99,80331,0.83,666,High
26,Male,Mumbai,Shorts,36286,28,1259592,5.78,72804,2.77,2016,High
20,Female,Delhi,Shorts,58694,10,1224236,0.29,3550,1.81,64,High
42,Female,Hyderabad,Shorts,51466,14,1225499,2.8,34313,3.54,1214,High
51,Female,Kolkata,Shorts,77553,50,2581211,5.49,141708,0.19,269,High
29,Female,Delhi,Shorts,41706,56,916153,1.12,10260,3.39,347,High
59,Male,Mumbai,Video,31286,7,1233860,6.43,79337,0.6,476,High
26,Male,Bangalore,Image,54340,11,2030580,7.33,148841,0.42,625,High
32,Female,Chennai,Shorts,65183,33,2120157,2.9,61484,3.65,2244,High
57,Female,Kolkata,Image,84844,38,3086741,5.68,175326,3.24,5680,High
42,Male,Hyderabad,Carousel,100000,11,3775160,1.27,47944,4.49,2152,High
22,Male,Kolkata,Carousel,26719,21,673045,5.56,37421,2.65,991,High
28,Male,Kolkata,Shorts,47971,17,1774378,0.27,4790,2.7,129,High
51,Male,Delhi,Carousel,31336,25,748820,1.29,9659,3.56,343,High
41,Female,Mumbai,Image,46289,35,1308450,5.71,74712,1.68,1255,High
32,Female,Mumbai,Carousel,87158,13,2716316,5.72,155373,0.28,435,High
55,Male,Kolkata,Carousel,37704,49,1292422,5.17,66818,1.23,821,High
25,Male,Chennai,Image,49670,51,1023357,3.87,39603,1.27,502,High
22,Male,Mumbai,Carousel,41287,17,1065627,5.43,57863,1.74,1006,High
43,Male,Kolkata,Shorts,34950,21,1124372,6.21,69823,4.72,3295,High
35,Male,Mumbai,Image,76891,12,2087411,7.74,161565,4.04,6527,High
23,Male,Chennai,Image,26911,13,955358,7.12,68021,4.69,3190,High
54,Female,Hyderabad,Video,48762,13,1610766,6.38,102766,4.99,5128,High
30,Female,Kolkata,Video,51319,44,1266976,5.59,70823,2.23,1579,High
45,Female,Bangalore,Image,49504,52,1134567,4.64,52643,1.21,636,High
22,Male,Bangalore,Image,45264,56,1474755,1.05,15484,2.84,439,High
30,Male,Kolkata,Video,74215,34,2152932,1.41,30356,4.42,1341,High
34,Male,Delhi,Shorts,18321,11,428347,6.58,28185,2.38,670,High
57,Female,Hyderabad,Carousel,56546,21,1500043,6.45,96752,2.58,2496,High
49,Male,Delhi,Carousel,57214,43,1491076,4.95,73808,0.76,560,High
46,Male,Bangalore,Carousel,54304,42,1203538,3.57,42966,2.16,928,High
20,Female,Chennai,Image,37537,9,1161337,0.31,3600,2.0,72,High
57,Male,Kolkata,Shorts,68075,21,2401224,2.68,64352,1.82,1171,High
51,Female,Mumbai,Video,67324,44,2121356,3.42,72550,4.45,3228,High
57,Female,Bangalore,Shorts,37008,5,1351772,3.94,53259,0.39,207,High
44,Male,Hyderabad,Shorts,32031,20,722360,7.44,53743,4.86,2611,High
30,Female,Bangalore,Carousel,29133,21,836486,0.96,8030,0.14,11,High
50,Male,Hyderabad,Video,53381,34,1718246,4.2,72166,4.73,3413,High
23,Female,Hyderabad,Shorts,50701,35,1699523,3.01,51155,2.79,1427,High
41,Male,Kolkata,Video,44583,39,1512077,7.92,119756,3.54,4239,High
36,Female,Hyderabad,Image,81219,49,2808523,6.91,194068,1.02,1979,High
33,Male,Delhi,Carousel,43083,12,1422995,3.57,50800,3.31,1681,High
57,Female,Chennai,Video,52812,52,1155778,8.0,92462,4.42,4086,High
45,Female,Bangalore,Image,47085,34,1596483,4.16,66413,0.78,518,High
50,Female,Chennai,Image,79446,43,2740568,1.42,38916,0.72,280,High
58,Male,Mumbai,Image,20154,25,803571,4.49,36080,1.59,573,High
30,Male,Bangalore,Shorts,45351,19,1535925,1.89,29028,0.89,258,High
42,Female,Chennai,Shorts,59213,38,1997673,5.13,102480,0.64,655,High
59,Male,Chennai,Carousel,46664,31,1413750,7.51,106172,3.42,3631,High
53,Female,Kolkata,Carousel,30435,6,1137005,6.31,71745,1.15,825,High
44,Male,Kolkata,Image,52648,14,2102625,2.26,47519,3.37,1601,High
55,Female,Mumbai,Carousel,25680,9,913722,2.45,22386,4.32,967,High
24,Male,Hyderabad,Shorts,60053,31,1936726,0.65,12588,3.29,414,High
22,Female,Bangalore,Carousel,43801,8,945187,2.36,22306,0.68,151,High
48,Female,Kolkata,Video,41277,51,1425524,0.83,11831,2.91,344,High
40,Female,Bangalore,Shorts,65692,17,2244788,4.05,90913,2.03,1845,High
59,Female,Mumbai,Image,34951,21,1241180,5.7,70747,1.78,1259,High
27,Male,Kolkata,Image,26863,25,604178,6.03,36431,1.66,604,High
49,Female,Kolkata,Carousel,36342,27,1202024,0.57,6851,4.65,318,High
47,Male,Hyderabad,Shorts,80705,37,2091428,2.79,58350,3.74,2182,High
56,Male,Bangalore,Image,34944,54,1230242,2.38,29279,0.76,222,High
48,Female,Bangalore,Image,55482,19,1376389,0.92,12662,2.43,307,High
35,Male,Bangalore,Shorts,62650,18,2110035,2.96,62457,1.66,1036,High
53,Male,Hyderabad,Shorts,35903,13,929902,2.46,22875,4.89,1118,High
19,Male,Kolkata,Image,35923,48,724925,5.11,37043,4.89,1811,High
31,Female,Mumbai,Carousel,52702,41,1721636,7.08,121891,1.67,2035,High
30,Male,Bangalore,Carousel,53379,34,1188522,3.69,43856,1.83,802,High
46,Male,Chennai,Carousel,70214,33,2330118,6.0,139807,3.04,4250,High
29,Female,Hyderabad,Video,38461,27,1481237,1.25,18515,2.45,453,High
56,Female,Delhi,Shorts,44341,38,1746374,7.17,125215,1.14,1427,High
19,Male,Mumbai,Image,92575,59,2288334,1.31,29977,3.34,1001,High
49,Female,Chennai,Video,23110,59,836259,1.62,13547,1.74,235,High
30,Male,Bangalore,Carousel,20034,11,542360,0.94,5098,3.3,168,High
44,Male,Delhi,Video,29254,57,1111934,2.55,28354,1.98,561,High
58,Male,Mumbai,Image,66524,13,2378222,4.46,106068,3.53,3744,High
34,Female,Hyderabad,Image,43425,54,932716,7.91,73777,3.37,2486,High
57,Male,Delhi,Shorts,43420,8,1221966,6.37,77839,2.59,2016,High
48,Female,Kolkata,Carousel,35521,6,950074,3.11,29547,3.55,1048,High
51,Female,Delhi,Carousel,63776,31,2277043,4.65,105882,2.36,2498,High
41,Male,Chennai,Video,29486,37,831693,5.02,41750,0.67,279,High
52,Female,Mumbai,Carousel,41277,36,1390710,6.6,91786,0.99,908,High
23,Female,Chennai,Video,36115,48,1157450,5.92,68521,1.31,897,High
36,Female,Chennai,Image,9915,49,391805,4.6,18023,0.41,73,High
47,Female,Bangalore,Image,42826,50,1659767,5.39,89461,3.59,3211,High
24,Female,Hyderabad,Image,49112,41,1402352,5.99,84000,1.9,1596,High
27,Male,Delhi,Image,38367,31,1322576,1.15,15209,0.56,85,High
58,Female,Mumbai,Image,45975,32,1682220,1.68,28261,4.12,1164,High
49,Male,Kolkata,Video,46360,7,1760669,5.54,97541,3.45,3365,High
51,Male,Hyderabad,Image,48004,40,1025507,6.82,69939,2.32,1622,High
45,Male,Hyderabad,Video,34189,53,890342,3.33,29648,1.31,388,High
32,Male,Mumbai,Image,33327,55,880003,7.84,68992,0.84,579,High
47,Male,Hyderabad,Video,50704,47,1454648,1.81,26329,2.35,618,High
54,Male,Bangalore,Video,27858,12,651483,3.39,22085,4.44,980,High
46,Female,Hyderabad,Video,46788,48,1400093,3.09,43262,1.02,441,High
39,Female,Bangalore,Carousel,74532,54,2479265,7.45,184705,2.89,5337,High
21,Female,Delhi,Video,49417,54,1479924,2.35,34778,4.81,1672,High
37,Male,Delhi,Video,22601,45,752988,3.82,28764,3.22,926,High
49,Female,Chennai,Image,52697,41,1123971,1.58,17758,2.26,401,High
53,Female,Bangalore,Video,62277,57,2336630,4.22,98605,3.61,3559,High
21,Female,Kolkata,Video,38070,53,1476416,6.87,101429,4.14,4199,High
44,Male,Delhi,Shorts,45515,49,1472803,2.5,36820,2.99,1100,High
34,Female,Hyderabad,Carousel,36834,42,1386008,6.51,90229,4.37,3943,High
29,Male,Mumbai,Shorts,43067,26,974565,7.3,71143,2.62,1863,High
39,Female,Mumbai,Image,40016,18,1438563,0.68,9782,4.17,407,High
34,Male,Bangalore,Carousel,56535,19,1265421,6.08,76937,4.76,3662,High
27,Male,Kolkata,Carousel,74873,59,2108465,2.12,44699,2.56,1144,High
18,Male,Chennai,Shorts,50858,50,1346541,1.49,20063,3.06,613,High
39,Female,Hyderabad,Carousel,26873,8,852219,4.85,41332,3.09,1277,High
43,Female,Bangalore,Shorts,87941,22,2289142,5.67,129794,3.93,5100,High
35,Male,Mumbai,Video,58743,5,1923629,3.22,61940,4.13,2558,High
31,Female,Bangalore,Shorts,61797,16,1690010,0.41,6929,0.23,15,High
